Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1340124,-,Albay,Philippines,13.13,123.74,8,91,8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.0
Year,Month,Day,Hour,Minute,Temperature,Wind Speed,Pressure,Relative Humidity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,6,12,30,30.7,3.5,1007,64.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,6,13,30,30.2,3.5,1006,67.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,6,14,30,29.6,3.5,1006,70.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,6,15,30,28.7,3.5,1006,74.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,6,16,30,27.6,3.3,1007,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,6,17,30,26.6,3.1,1007,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,6,18,30,26,3,1008,90.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,6,19,30,25.7,3,1008,92.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,6,20,30,25.5,3,1009,91.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,6,21,30,25.3,3,1009,90.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,6,22,30,25,3,1009,89.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,6,23,30,24.8,2.9,1008,88.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,7,0,30,24.6,2.8,1007,88.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,7,1,30,24.5,2.7,1007,89.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,7,2,30,24.4,2.5,1007,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,7,3,30,24.3,2.4,1007,90.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,7,4,30,24.3,2.3,1007,89.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,7,5,30,24.8,2.7,1008,85.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,7,6,30,26.1,3.4,1009,79.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,7,7,30,26.8,3.7,1009,73.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,7,8,30,28.4,4.1,1009,65.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,7,9,30,29.2,4.2,1009,62.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,7,10,30,29.7,4.2,1009,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,7,11,30,30,4.2,1008,60.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,7,12,30,30,4.2,1007,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,7,13,30,29.7,4.2,1007,61.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,7,14,30,29.2,4.1,1007,62.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,7,15,30,28.5,4,1007,65.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,7,16,30,27.5,3.5,1007,69.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,7,17,30,26.4,2.9,1007,76.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,7,18,30,25.7,2.5,1008,83.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,7,19,30,25.4,2.4,1009,85.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,7,20,30,25.1,2.3,1009,87.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,7,21,30,24.8,2.3,1009,89.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,7,22,30,24.6,2.4,1009,90.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,7,23,30,24.4,2.4,1009,91.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,8,0,30,24.2,2.4,1008,91.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,8,1,30,24.1,2.3,1008,90.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,8,2,30,24,2.3,1008,91.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,8,3,30,23.9,2.2,1008,91.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,8,4,30,23.9,2.2,1008,91.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,8,5,30,24.4,2.4,1009,87.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,8,6,30,25.8,3.1,1009,81.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,8,7,30,26.5,3.4,1010,76.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,8,8,30,28.5,3.8,1010,64.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,8,9,30,29.3,3.8,1010,60.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,8,10,30,29.8,3.8,1009,58.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,8,11,30,30,3.8,1009,58.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,8,12,30,30,3.7,1008,58.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,8,13,30,29.7,3.6,1008,60.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,8,14,30,29.1,3.6,1007,63.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,8,15,30,28.3,3.6,1007,66.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,8,16,30,27.2,3.4,1007,71.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,8,17,30,26,3,1008,78.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,8,18,30,25.4,2.6,1008,84.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,8,19,30,25.2,2.5,1009,86.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,8,20,30,25.1,2.4,1010,87.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,8,21,30,25,2.4,1010,88.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,8,22,30,24.9,2.3,1010,88.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,8,23,30,24.7,2.3,1009,90.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,9,0,30,24.6,2.3,1009,91.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,9,1,30,24.5,2.3,1008,92.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,9,2,30,24.5,2.3,1008,93.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,9,3,30,24.5,2.2,1008,93.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,9,4,30,24.4,2.1,1008,94.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,9,5,30,24.9,2.4,1009,91.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,9,6,30,26.1,3.2,1009,86.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,9,7,30,26.8,3.5,1010,79.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,9,8,30,28.3,3.9,1010,70.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,9,9,30,29,3.9,1010,66.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,9,10,30,29.6,3.9,1010,64.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,9,11,30,29.9,3.8,1009,63.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,9,12,30,30,3.7,1008,62.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,9,13,30,29.9,3.6,1007,62.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,9,14,30,29.4,3.6,1007,64.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,9,15,30,28.5,3.6,1007,68.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,9,16,30,27.3,3.5,1008,73.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,9,17,30,26.1,3.1,1008,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,9,18,30,25.4,2.8,1009,85.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,9,19,30,25.2,2.6,1009,86.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,9,20,30,25.1,2.5,1010,87.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,9,21,30,24.9,2.4,1010,88.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,9,22,30,24.8,2.3,1010,89.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,9,23,30,24.6,2.2,1009,90.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,10,0,30,24.5,2.1,1009,91.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,10,1,30,24.4,2.1,1008,91.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,10,2,30,24.3,2.1,1008,92.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,10,3,30,24.2,2.1,1008,92.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,10,4,30,24.2,2,1009,92.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,10,5,30,24.7,2.4,1009,90.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,10,6,30,26,3,1010,84.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,10,7,30,26.7,3.3,1010,79.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,10,8,30,28.5,3.5,1010,70.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,10,9,30,29.3,3.4,1010,67.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,10,10,30,29.9,3.4,1009,65.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,10,11,30,30.1,3.3,1009,65.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,10,12,30,30.1,3.3,1008,65.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,10,13,30,29.9,3.3,1007,66.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,10,14,30,29.4,3.4,1007,68.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,10,15,30,28.7,3.4,1007,70.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,10,16,30,27.6,3.3,1008,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,10,17,30,26.4,3.1,1008,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,10,18,30,25.7,2.8,1009,87.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,10,19,30,25.4,2.7,1009,89.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,10,20,30,25.2,2.7,1010,91.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,10,21,30,25.1,2.6,1010,91.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,10,22,30,24.9,2.5,1009,92.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,10,23,30,24.8,2.3,1009,92.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,11,0,30,24.7,2.3,1008,93.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,11,1,30,24.6,2.2,1008,93.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,11,2,30,24.5,2.1,1008,93.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,11,3,30,24.4,2.1,1008,93.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,11,4,30,24.4,2.1,1009,93.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,11,5,30,24.9,2.5,1010,90.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,11,6,30,26.2,3.1,1010,84.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,11,7,30,26.9,3.3,1011,78.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,11,8,30,28.7,3.5,1011,69.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,11,9,30,29.5,3.5,1010,66.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,11,10,30,30.1,3.5,1010,64.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,11,11,30,30.4,3.5,1009,63.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,11,12,30,30.4,3.5,1008,63.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,11,13,30,30.1,3.5,1008,64.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,11,14,30,29.6,3.6,1008,65.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,11,15,30,28.9,3.6,1008,67.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,11,16,30,27.8,3.4,1008,72.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,11,17,30,26.6,3,1009,78.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,11,18,30,25.9,2.7,1009,84.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,11,19,30,25.7,2.5,1010,87.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,11,20,30,25.5,2.4,1011,88.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,11,21,30,25.3,2.3,1011,90.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,11,22,30,25.2,2.3,1010,90.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,11,23,30,25,2.2,1010,91.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,12,0,30,24.9,2.1,1009,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,12,1,30,24.8,2,1009,92.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,12,2,30,24.7,2,1009,93.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,12,3,30,24.6,1.9,1009,93.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,12,4,30,24.5,1.9,1010,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,12,5,30,25.1,2.3,1010,90.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,12,6,30,26.5,3,1011,83.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,12,7,30,27.2,3.3,1011,78.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,12,8,30,29.1,3.4,1011,69.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,12,9,30,30,3.3,1010,65.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,12,10,30,30.6,3.2,1010,63.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,12,11,30,30.9,3.2,1009,62.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,12,12,30,31,3.1,1009,61.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,12,13,30,30.7,3.1,1008,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,12,14,30,30.2,3.1,1008,63.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,12,15,30,29.4,3.1,1008,66.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,12,16,30,28.2,3,1008,71.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,12,17,30,26.9,2.7,1009,78.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,12,18,30,26.1,2.4,1010,86.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,12,19,30,25.8,2.3,1010,89.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,12,20,30,25.7,2.1,1011,90.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,12,21,30,25.6,2.1,1011,91.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,12,22,30,25.5,2.1,1010,92.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,12,23,30,25.4,2,1010,93.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,13,0,30,25.2,1.9,1009,94.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,13,1,30,25.1,1.9,1009,94.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,13,2,30,25,1.8,1008,95.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,13,3,30,24.9,1.7,1008,95.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,13,4,30,24.9,1.6,1009,95.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,13,5,30,25.5,1.8,1009,92.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,13,6,30,26.8,2.2,1010,87.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,13,7,30,27.4,2.2,1010,83.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,13,8,30,29.4,2.2,1010,72.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,13,9,30,30.3,2.1,1010,68.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,13,10,30,30.8,2.1,1009,66.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,13,11,30,31,2.2,1009,64.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,13,12,30,31,2.3,1008,64.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,13,13,30,30.8,2.3,1007,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,13,14,30,30.4,2.4,1007,65.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,13,15,30,29.7,2.4,1006,68.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,13,16,30,28.6,2.4,1007,72.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,13,17,30,27.4,2.3,1007,79.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,13,18,30,26.7,2.2,1008,85.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,13,19,30,26.3,2.1,1009,88.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,13,20,30,26.1,2,1009,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,13,21,30,25.9,1.9,1009,91.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,13,22,30,25.7,1.8,1009,92.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,13,23,30,25.5,1.7,1008,93.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,14,0,30,25.4,1.6,1008,94.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,14,1,30,25.2,1.5,1007,95.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,14,2,30,25.1,1.5,1007,95.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,14,3,30,25,1.5,1007,95.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,14,4,30,25,1.5,1007,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,14,5,30,25.6,1.7,1008,92.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,14,6,30,26.7,1.9,1009,88.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,14,7,30,27.3,2,1009,84.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,14,8,30,29.2,1.6,1009,73.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,14,9,30,30,1.3,1009,70.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,14,10,30,30.5,1.2,1009,67.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,14,11,30,30.8,1.2,1008,66.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,14,12,30,30.8,1.5,1008,65.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,14,13,30,30.3,2,1007,67.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,14,14,30,29.6,2.6,1007,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,14,15,30,28.9,3.1,1007,73.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,14,16,30,28.1,3.4,1008,76.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,14,17,30,27.2,3.2,1008,81.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,14,18,30,26.5,2.9,1009,85.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,14,19,30,26.2,2.8,1009,88.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,14,20,30,26,2.8,1010,89.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,14,21,30,25.9,2.7,1010,90.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,14,22,30,25.7,2.5,1010,91.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,14,23,30,25.5,2.5,1009,93.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,15,0,30,25.3,2.5,1009,94.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,15,1,30,25.2,2.5,1008,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,15,2,30,25.1,2.5,1008,94.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,15,3,30,25.1,2.4,1008,94.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,15,4,30,25.1,2.3,1009,94.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,15,5,30,25.6,2.7,1009,92.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,15,6,30,26.7,3.4,1010,87.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,15,7,30,27.4,3.6,1010,83.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
